read,bnf,read_new,bnf_new
p1J2.,00.00.00.00,p1J2,00000000
p1J3.,00.00.00.00,p1J3,00000000
p1J4.,00.00.00.00,p1J4,00000000
p1J5.,00.00.00.00,p1J5,00000000
p1J6.,00.00.00.00,p1J6,00000000
p1J7.,00.00.00.00,p1J7,00000000
p1J8.,00.00.00.00,p1J8,00000000
p1J9.,00.00.00.00,p1J9,00000000
p1JA.,00.00.00.00,p1JA,00000000
p1JB.,00.00.00.00,p1JB,00000000
p1JC.,00.00.00.00,p1JC,00000000
p1JD.,00.00.00.00,p1JD,00000000
p1JE.,00.00.00.00,p1JE,00000000
p1JF.,00.00.00.00,p1JF,00000000
p1JG.,00.00.00.00,p1JG,00000000
p1JH.,00.00.00.00,p1JH,00000000
p1JI.,00.00.00.00,p1JI,00000000
p1JJ.,00.00.00.00,p1JJ,00000000
p1JK.,00.00.00.00,p1JK,00000000
p1JL.,00.00.00.00,p1JL,00000000
p1JM.,00.00.00.00,p1JM,00000000
p1JN.,00.00.00.00,p1JN,00000000
p1JO.,00.00.00.00,p1JO,00000000
p1JQ.,00.00.00.00,p1JQ,00000000
p1JR.,00.00.00.00,p1JR,00000000
p1JS.,00.00.00.00,p1JS,00000000
p1JT.,00.00.00.00,p1JT,00000000
p1JU.,00.00.00.00,p1JU,00000000
p1JV.,00.00.00.00,p1JV,00000000
p1JW.,00.00.00.00,p1JW,00000000
p1JX.,00.00.00.00,p1JX,00000000
p1JY.,00.00.00.00,p1JY,00000000
p1JZ.,00.00.00.00,p1JZ,00000000
p1Ja.,00.00.00.00,p1Ja,00000000
p1Jb.,00.00.00.00,p1Jb,00000000
p1Jc.,00.00.00.00,p1Jc,00000000
p1Jd.,00.00.00.00,p1Jd,00000000
p1Je.,00.00.00.00,p1Je,00000000
p1Jf.,00.00.00.00,p1Jf,00000000
p1Jg.,00.00.00.00,p1Jg,00000000
p1Jh.,00.00.00.00,p1Jh,00000000
p1Ji.,00.00.00.00,p1Ji,00000000
p1Jj.,00.00.00.00,p1Jj,00000000
p1Jk.,00.00.00.00,p1Jk,00000000
p1Jl.,00.00.00.00,p1Jl,00000000
p1Jm.,00.00.00.00,p1Jm,00000000
p1Jn.,00.00.00.00,p1Jn,00000000
p1Jo.,00.00.00.00,p1Jo,00000000
p1Jp.,00.00.00.00,p1Jp,00000000
p1Jq.,00.00.00.00,p1Jq,00000000
p1Jr.,00.00.00.00,p1Jr,00000000
p1Js.,00.00.00.00,p1Js,00000000
p1Jt.,00.00.00.00,p1Jt,00000000
p1Ju.,00.00.00.00,p1Ju,00000000
p1Jv.,00.00.00.00,p1Jv,00000000
p1Jw.,00.00.00.00,p1Jw,00000000
p1Jx.,00.00.00.00,p1Jx,00000000
p1Jy.,00.00.00.00,p1Jy,00000000
p1Jz.,00.00.00.00,p1Jz,00000000
p1K..,00.00.00.00,p1K,00000000
p1K1.,00.00.00.00,p1K1,00000000
p1K2.,00.00.00.00,p1K2,00000000
p1K3.,00.00.00.00,p1K3,00000000
p1K4.,00.00.00.00,p1K4,00000000
p1K5.,00.00.00.00,p1K5,00000000
p1K6.,00.00.00.00,p1K6,00000000
p1K7.,00.00.00.00,p1K7,00000000
p1K8.,00.00.00.00,p1K8,00000000
p1K9.,00.00.00.00,p1K9,00000000
p1KA.,00.00.00.00,p1KA,00000000
p1KB.,00.00.00.00,p1KB,00000000
p1KC.,00.00.00.00,p1KC,00000000
p1KD.,00.00.00.00,p1KD,00000000
p1KE.,00.00.00.00,p1KE,00000000
p1KF.,00.00.00.00,p1KF,00000000
p1KG.,00.00.00.00,p1KG,00000000
p1KH.,00.00.00.00,p1KH,00000000
p1KI.,00.00.00.00,p1KI,00000000
p1KJ.,00.00.00.00,p1KJ,00000000
p1KK.,00.00.00.00,p1KK,00000000
p1KL.,00.00.00.00,p1KL,00000000
p1KM.,00.00.00.00,p1KM,00000000
p1KN.,00.00.00.00,p1KN,00000000
p1KO.,00.00.00.00,p1KO,00000000
p1KP.,00.00.00.00,p1KP,00000000
p1KQ.,00.00.00.00,p1KQ,00000000
p1KR.,00.00.00.00,p1KR,00000000
p1KS.,00.00.00.00,p1KS,00000000
p1KT.,00.00.00.00,p1KT,00000000
p1KU.,00.00.00.00,p1KU,00000000
p1KV.,00.00.00.00,p1KV,00000000
p1KW.,00.00.00.00,p1KW,00000000
p1KX.,00.00.00.00,p1KX,00000000
p1KY.,00.00.00.00,p1KY,00000000
p1KZ.,00.00.00.00,p1KZ,00000000
p1Ka.,00.00.00.00,p1Ka,00000000
p1Kb.,00.00.00.00,p1Kb,00000000
p1Kc.,00.00.00.00,p1Kc,00000000
p1Kd.,00.00.00.00,p1Kd,00000000
p1Ke.,00.00.00.00,p1Ke,00000000
p1Kf.,00.00.00.00,p1Kf,00000000
p1Kg.,00.00.00.00,p1Kg,00000000
p1Kh.,00.00.00.00,p1Kh,00000000
p1Ki.,00.00.00.00,p1Ki,00000000
p1Kj.,00.00.00.00,p1Kj,00000000
p1Kk.,00.00.00.00,p1Kk,00000000
p1Kl.,00.00.00.00,p1Kl,00000000
p1Km.,00.00.00.00,p1Km,00000000
p1Kn.,00.00.00.00,p1Kn,00000000
p1Ko.,00.00.00.00,p1Ko,00000000
p1Kp.,00.00.00.00,p1Kp,00000000
p1Kq.,00.00.00.00,p1Kq,00000000
p1Kr.,00.00.00.00,p1Kr,00000000
p1Ks.,00.00.00.00,p1Ks,00000000
p1Kt.,00.00.00.00,p1Kt,00000000
p1Ku.,00.00.00.00,p1Ku,00000000
p1Kv.,00.00.00.00,p1Kv,00000000
p1Kw.,00.00.00.00,p1Kw,00000000
p1Kx.,00.00.00.00,p1Kx,00000000
p1Ky.,00.00.00.00,p1Ky,00000000
p1Kz.,00.00.00.00,p1Kz,00000000
p1L..,00.00.00.00,p1L,00000000
p1L1.,00.00.00.00,p1L1,00000000
p1L2.,00.00.00.00,p1L2,00000000
p1L3.,00.00.00.00,p1L3,00000000
p1L4.,00.00.00.00,p1L4,00000000
p1L5.,00.00.00.00,p1L5,00000000
p1L6.,00.00.00.00,p1L6,00000000
p1L7.,00.00.00.00,p1L7,00000000
p1L8.,00.00.00.00,p1L8,00000000
p1L9.,00.00.00.00,p1L9,00000000
p1LA.,00.00.00.00,p1LA,00000000
p1LB.,00.00.00.00,p1LB,00000000
p1LC.,00.00.00.00,p1LC,00000000
p1LD.,00.00.00.00,p1LD,00000000
p1LE.,00.00.00.00,p1LE,00000000
p1LF.,00.00.00.00,p1LF,00000000
p1LG.,00.00.00.00,p1LG,00000000
p1LH.,00.00.00.00,p1LH,00000000
p1LI.,00.00.00.00,p1LI,00000000
p1LJ.,00.00.00.00,p1LJ,00000000
p1LK.,00.00.00.00,p1LK,00000000
p1LL.,00.00.00.00,p1LL,00000000
p1LM.,00.00.00.00,p1LM,00000000
p1LN.,00.00.00.00,p1LN,00000000
p1LO.,00.00.00.00,p1LO,00000000
p1LP.,00.00.00.00,p1LP,00000000
p1LQ.,00.00.00.00,p1LQ,00000000
p1LR.,00.00.00.00,p1LR,00000000
p1LS.,00.00.00.00,p1LS,00000000
p1LT.,00.00.00.00,p1LT,00000000
p1LU.,00.00.00.00,p1LU,00000000
p1LV.,00.00.00.00,p1LV,00000000
p1LW.,00.00.00.00,p1LW,00000000
p1LX.,00.00.00.00,p1LX,00000000
p1LY.,00.00.00.00,p1LY,00000000
p1LZ.,00.00.00.00,p1LZ,00000000
p1La.,00.00.00.00,p1La,00000000
p1Lb.,00.00.00.00,p1Lb,00000000
p1Lc.,00.00.00.00,p1Lc,00000000
p1Ld.,00.00.00.00,p1Ld,00000000
p1Le.,00.00.00.00,p1Le,00000000
p1Lf.,00.00.00.00,p1Lf,00000000
p1Lg.,00.00.00.00,p1Lg,00000000
p1Lh.,00.00.00.00,p1Lh,00000000
p1Li.,00.00.00.00,p1Li,00000000
p1Lj.,00.00.00.00,p1Lj,00000000
p1M..,00.00.00.00,p1M,00000000
p1M1.,00.00.00.00,p1M1,00000000
p1M2.,00.00.00.00,p1M2,00000000
p1M3.,00.00.00.00,p1M3,00000000
p1M4.,00.00.00.00,p1M4,00000000
p1M5.,00.00.00.00,p1M5,00000000
p1M6.,00.00.00.00,p1M6,00000000
p1M7.,00.00.00.00,p1M7,00000000
p1M8.,00.00.00.00,p1M8,00000000
p1N..,00.00.00.00,p1N,00000000
p1N1.,00.00.00.00,p1N1,00000000
p1N2.,00.00.00.00,p1N2,00000000
p1N3.,00.00.00.00,p1N3,00000000
p1N4.,00.00.00.00,p1N4,00000000
p1N5.,00.00.00.00,p1N5,00000000
p1N6.,00.00.00.00,p1N6,00000000
p1N7.,00.00.00.00,p1N7,00000000
p1N8.,00.00.00.00,p1N8,00000000
p1N9.,00.00.00.00,p1N9,00000000
p1NA.,00.00.00.00,p1NA,00000000
p1NB.,00.00.00.00,p1NB,00000000
p1NC.,00.00.00.00,p1NC,00000000
p1ND.,00.00.00.00,p1ND,00000000
p1NE.,00.00.00.00,p1NE,00000000
p1NF.,00.00.00.00,p1NF,00000000
p1NG.,00.00.00.00,p1NG,00000000
p1NH.,00.00.00.00,p1NH,00000000
p1NI.,00.00.00.00,p1NI,00000000
p1NJ.,00.00.00.00,p1NJ,00000000
p1NK.,00.00.00.00,p1NK,00000000
p1NL.,00.00.00.00,p1NL,00000000
p1NM.,00.00.00.00,p1NM,00000000
p1NN.,00.00.00.00,p1NN,00000000
p1O..,00.00.00.00,p1O,00000000
p1O1.,00.00.00.00,p1O1,00000000
p1O2.,00.00.00.00,p1O2,00000000
p1O3.,00.00.00.00,p1O3,00000000
p1O4.,00.00.00.00,p1O4,00000000
p1O5.,00.00.00.00,p1O5,00000000
p1O6.,00.00.00.00,p1O6,00000000
p1O7.,00.00.00.00,p1O7,00000000
p1O8.,00.00.00.00,p1O8,00000000
p1O9.,00.00.00.00,p1O9,00000000
p1OA.,00.00.00.00,p1OA,00000000
p1OB.,00.00.00.00,p1OB,00000000
p1OC.,00.00.00.00,p1OC,00000000
p1OD.,00.00.00.00,p1OD,00000000
p1OE.,00.00.00.00,p1OE,00000000
p1OF.,00.00.00.00,p1OF,00000000
p1OG.,00.00.00.00,p1OG,00000000
p1OH.,00.00.00.00,p1OH,00000000
p1OI.,00.00.00.00,p1OI,00000000
p1OJ.,00.00.00.00,p1OJ,00000000
p1OK.,00.00.00.00,p1OK,00000000
p1OL.,00.00.00.00,p1OL,00000000
p1OM.,00.00.00.00,p1OM,00000000
p1ON.,00.00.00.00,p1ON,00000000
p1OO.,00.00.00.00,p1OO,00000000
p1OP.,00.00.00.00,p1OP,00000000
p1OQ.,00.00.00.00,p1OQ,00000000
p1OR.,00.00.00.00,p1OR,00000000
p1OS.,00.00.00.00,p1OS,00000000
p1OT.,00.00.00.00,p1OT,00000000
p1OU.,00.00.00.00,p1OU,00000000
p1OV.,00.00.00.00,p1OV,00000000
p1OW.,00.00.00.00,p1OW,00000000
p1OX.,00.00.00.00,p1OX,00000000
p1OY.,00.00.00.00,p1OY,00000000
p1OZ.,00.00.00.00,p1OZ,00000000
p1Oa.,00.00.00.00,p1Oa,00000000
p1Ob.,00.00.00.00,p1Ob,00000000
p1Oc.,00.00.00.00,p1Oc,00000000
p1Od.,00.00.00.00,p1Od,00000000
p1Oe.,00.00.00.00,p1Oe,00000000
p1Of.,00.00.00.00,p1Of,00000000
p1Og.,00.00.00.00,p1Og,00000000
p1Oh.,00.00.00.00,p1Oh,00000000
p1Oi.,00.00.00.00,p1Oi,00000000
p1Oj.,00.00.00.00,p1Oj,00000000
p1Ok.,00.00.00.00,p1Ok,00000000
p1Ol.,00.00.00.00,p1Ol,00000000
p1Om.,00.00.00.00,p1Om,00000000
p1On.,00.00.00.00,p1On,00000000
p1Oo.,00.00.00.00,p1Oo,00000000
p1Op.,00.00.00.00,p1Op,00000000
p1Oq.,00.00.00.00,p1Oq,00000000
p1P..,00.00.00.00,p1P,00000000
p1P1.,00.00.00.00,p1P1,00000000
p1P2.,00.00.00.00,p1P2,00000000
p1P3.,00.00.00.00,p1P3,00000000
p1P4.,00.00.00.00,p1P4,00000000
p1P5.,00.00.00.00,p1P5,00000000
p1P6.,00.00.00.00,p1P6,00000000
p1P7.,00.00.00.00,p1P7,00000000
p1P8.,00.00.00.00,p1P8,00000000
p1Q..,00.00.00.00,p1Q,00000000
p1Q1.,00.00.00.00,p1Q1,00000000
p1Q2.,00.00.00.00,p1Q2,00000000
p1Q3.,00.00.00.00,p1Q3,00000000
p1Q4.,00.00.00.00,p1Q4,00000000
p1Q5.,00.00.00.00,p1Q5,00000000
p1Q6.,00.00.00.00,p1Q6,00000000
p1Q7.,00.00.00.00,p1Q7,00000000
p1Q8.,00.00.00.00,p1Q8,00000000
p1Q9.,00.00.00.00,p1Q9,00000000
p1QA.,00.00.00.00,p1QA,00000000
p1QB.,00.00.00.00,p1QB,00000000
p1QC.,00.00.00.00,p1QC,00000000
p1QD.,00.00.00.00,p1QD,00000000
p1QE.,00.00.00.00,p1QE,00000000
p1QF.,00.00.00.00,p1QF,00000000
p1QG.,00.00.00.00,p1QG,00000000
p1QH.,00.00.00.00,p1QH,00000000
p1QI.,00.00.00.00,p1QI,00000000
p1QJ.,00.00.00.00,p1QJ,00000000
p1QK.,00.00.00.00,p1QK,00000000
p1QL.,00.00.00.00,p1QL,00000000
p1QM.,00.00.00.00,p1QM,00000000
p1QN.,00.00.00.00,p1QN,00000000
p1QO.,00.00.00.00,p1QO,00000000
p1QP.,00.00.00.00,p1QP,00000000
p1QQ.,00.00.00.00,p1QQ,00000000
p1QR.,00.00.00.00,p1QR,00000000
p1QS.,00.00.00.00,p1QS,00000000
p1QT.,00.00.00.00,p1QT,00000000
p1QU.,00.00.00.00,p1QU,00000000
p1QV.,00.00.00.00,p1QV,00000000
p1QW.,00.00.00.00,p1QW,00000000
p1QX.,00.00.00.00,p1QX,00000000
p1QY.,00.00.00.00,p1QY,00000000
p1QZ.,00.00.00.00,p1QZ,00000000
p1Qa.,00.00.00.00,p1Qa,00000000
p1Qb.,00.00.00.00,p1Qb,00000000
p1Qc.,00.00.00.00,p1Qc,00000000
p1Qd.,00.00.00.00,p1Qd,00000000
p1Qe.,00.00.00.00,p1Qe,00000000
p1Qf.,00.00.00.00,p1Qf,00000000
p1Qg.,00.00.00.00,p1Qg,00000000
p1Qh.,00.00.00.00,p1Qh,00000000
p1Qi.,00.00.00.00,p1Qi,00000000
p1Qj.,00.00.00.00,p1Qj,00000000
p1Qk.,00.00.00.00,p1Qk,00000000
p1Ql.,00.00.00.00,p1Ql,00000000
p1Qm.,00.00.00.00,p1Qm,00000000
p1Qn.,00.00.00.00,p1Qn,00000000
p1Qo.,00.00.00.00,p1Qo,00000000
p1Qp.,00.00.00.00,p1Qp,00000000
p1Qq.,00.00.00.00,p1Qq,00000000
p1Qr.,00.00.00.00,p1Qr,00000000
p1Qs.,00.00.00.00,p1Qs,00000000
p1Qt.,00.00.00.00,p1Qt,00000000
p1Qu.,00.00.00.00,p1Qu,00000000
p1Qv.,00.00.00.00,p1Qv,00000000
p1Qw.,00.00.00.00,p1Qw,00000000
p1Qx.,00.00.00.00,p1Qx,00000000
p1Qy.,00.00.00.00,p1Qy,00000000
p1Qz.,00.00.00.00,p1Qz,00000000
p1R..,00.00.00.00,p1R,00000000
p1R1.,00.00.00.00,p1R1,00000000
p1R2.,00.00.00.00,p1R2,00000000
p1R3.,00.00.00.00,p1R3,00000000
p1R4.,00.00.00.00,p1R4,00000000
p1R5.,00.00.00.00,p1R5,00000000
p1R6.,00.00.00.00,p1R6,00000000
p1R7.,00.00.00.00,p1R7,00000000
p1R8.,00.00.00.00,p1R8,00000000
p1R9.,00.00.00.00,p1R9,00000000
p1RA.,00.00.00.00,p1RA,00000000
p1RB.,00.00.00.00,p1RB,00000000
p1RC.,00.00.00.00,p1RC,00000000
p1RD.,00.00.00.00,p1RD,00000000
p1RE.,00.00.00.00,p1RE,00000000
p1RF.,00.00.00.00,p1RF,00000000
p1RG.,00.00.00.00,p1RG,00000000
p1RH.,00.00.00.00,p1RH,00000000
p1RI.,00.00.00.00,p1RI,00000000
p1RJ.,00.00.00.00,p1RJ,00000000
p1RK.,00.00.00.00,p1RK,00000000
p1RL.,00.00.00.00,p1RL,00000000
p1RM.,00.00.00.00,p1RM,00000000
p1S..,00.00.00.00,p1S,00000000
p1S1.,00.00.00.00,p1S1,00000000
p1S2.,00.00.00.00,p1S2,00000000
p1S3.,00.00.00.00,p1S3,00000000
p1S4.,00.00.00.00,p1S4,00000000
p1S5.,00.00.00.00,p1S5,00000000
p1S6.,00.00.00.00,p1S6,00000000
p1S7.,00.00.00.00,p1S7,00000000
p1S8.,00.00.00.00,p1S8,00000000
p1T..,00.00.00.00,p1T,00000000
p1T1.,00.00.00.00,p1T1,00000000
p1T2.,00.00.00.00,p1T2,00000000
p1T3.,00.00.00.00,p1T3,00000000
p1T4.,00.00.00.00,p1T4,00000000
p1T5.,00.00.00.00,p1T5,00000000
p1T6.,00.00.00.00,p1T6,00000000
p1T7.,00.00.00.00,p1T7,00000000
p1T8.,00.00.00.00,p1T8,00000000
p1T9.,00.00.00.00,p1T9,00000000
p1TA.,00.00.00.00,p1TA,00000000
p1TB.,00.00.00.00,p1TB,00000000
p1TC.,00.00.00.00,p1TC,00000000
p1TD.,00.00.00.00,p1TD,00000000
p1TE.,00.00.00.00,p1TE,00000000
p1TF.,00.00.00.00,p1TF,00000000
p1TG.,00.00.00.00,p1TG,00000000
p1TH.,00.00.00.00,p1TH,00000000
p1TI.,00.00.00.00,p1TI,00000000
p1TJ.,00.00.00.00,p1TJ,00000000
p1TK.,00.00.00.00,p1TK,00000000
p1TL.,00.00.00.00,p1TL,00000000
p1TM.,00.00.00.00,p1TM,00000000
p1TN.,00.00.00.00,p1TN,00000000
p1TO.,00.00.00.00,p1TO,00000000
p1TP.,00.00.00.00,p1TP,00000000
p1TQ.,00.00.00.00,p1TQ,00000000
p1TR.,00.00.00.00,p1TR,00000000
p1TS.,00.00.00.00,p1TS,00000000
p1TU.,00.00.00.00,p1TU,00000000
p1TV.,00.00.00.00,p1TV,00000000
p1TW.,00.00.00.00,p1TW,00000000
p1TX.,00.00.00.00,p1TX,00000000
p1TY.,00.00.00.00,p1TY,00000000
p1TZ.,00.00.00.00,p1TZ,00000000
p1Ta.,00.00.00.00,p1Ta,00000000
p1Tb.,00.00.00.00,p1Tb,00000000
p1Tc.,00.00.00.00,p1Tc,00000000
p1Td.,00.00.00.00,p1Td,00000000
p1Te.,00.00.00.00,p1Te,00000000
p1Tf.,00.00.00.00,p1Tf,00000000
p1Tg.,00.00.00.00,p1Tg,00000000
p1Th.,00.00.00.00,p1Th,00000000
p1Ti.,00.00.00.00,p1Ti,00000000
p1Tj.,00.00.00.00,p1Tj,00000000
p1Tk.,00.00.00.00,p1Tk,00000000
p1Tl.,00.00.00.00,p1Tl,00000000
p1Tm.,00.00.00.00,p1Tm,00000000
p1Tn.,00.00.00.00,p1Tn,00000000
p1To.,00.00.00.00,p1To,00000000
p1Tp.,00.00.00.00,p1Tp,00000000
p1Tq.,00.00.00.00,p1Tq,00000000
p1Tr.,00.00.00.00,p1Tr,00000000
p1Ts.,00.00.00.00,p1Ts,00000000
p1Tt.,00.00.00.00,p1Tt,00000000
p1Tu.,00.00.00.00,p1Tu,00000000
p1Tv.,00.00.00.00,p1Tv,00000000
p1Tw.,00.00.00.00,p1Tw,00000000
p1Tx.,00.00.00.00,p1Tx,00000000
p1Ty.,00.00.00.00,p1Ty,00000000
p1Tz.,00.00.00.00,p1Tz,00000000
p1U..,00.00.00.00,p1U,00000000
p1U1.,00.00.00.00,p1U1,00000000
p1U2.,00.00.00.00,p1U2,00000000
p1U3.,00.00.00.00,p1U3,00000000
p1U4.,00.00.00.00,p1U4,00000000
p1U5.,00.00.00.00,p1U5,00000000
p1U6.,00.00.00.00,p1U6,00000000
p1U7.,00.00.00.00,p1U7,00000000
p1U8.,00.00.00.00,p1U8,00000000
p1U9.,00.00.00.00,p1U9,00000000
p1UA.,00.00.00.00,p1UA,00000000
p1UB.,00.00.00.00,p1UB,00000000
p1UC.,00.00.00.00,p1UC,00000000
p1UD.,00.00.00.00,p1UD,00000000
p1UE.,00.00.00.00,p1UE,00000000
p1UF.,00.00.00.00,p1UF,00000000
p1UG.,00.00.00.00,p1UG,00000000
p1UH.,00.00.00.00,p1UH,00000000
p1UI.,00.00.00.00,p1UI,00000000
p1UJ.,00.00.00.00,p1UJ,00000000
p1UK.,00.00.00.00,p1UK,00000000
p1UL.,00.00.00.00,p1UL,00000000
p1UM.,00.00.00.00,p1UM,00000000
p1UN.,00.00.00.00,p1UN,00000000
p1UO.,00.00.00.00,p1UO,00000000
p1UP.,00.00.00.00,p1UP,00000000
p1UQ.,00.00.00.00,p1UQ,00000000
p1UR.,00.00.00.00,p1UR,00000000
p1US.,00.00.00.00,p1US,00000000
p1UT.,00.00.00.00,p1UT,00000000
p1V..,00.00.00.00,p1V,00000000
p1V1.,00.00.00.00,p1V1,00000000
p1V2.,00.00.00.00,p1V2,00000000
p1V3.,00.00.00.00,p1V3,00000000
p1V4.,00.00.00.00,p1V4,00000000
p1V5.,00.00.00.00,p1V5,00000000
p1V6.,00.00.00.00,p1V6,00000000
p1V7.,00.00.00.00,p1V7,00000000
p1V8.,00.00.00.00,p1V8,00000000
p1V9.,00.00.00.00,p1V9,00000000
p1VA.,00.00.00.00,p1VA,00000000
p1VB.,00.00.00.00,p1VB,00000000
p1VC.,00.00.00.00,p1VC,00000000
p1VD.,00.00.00.00,p1VD,00000000
p1VE.,00.00.00.00,p1VE,00000000
p1VF.,00.00.00.00,p1VF,00000000
p1VG.,00.00.00.00,p1VG,00000000
p1VH.,00.00.00.00,p1VH,00000000
p1VI.,00.00.00.00,p1VI,00000000
p1VJ.,00.00.00.00,p1VJ,00000000
p1VK.,00.00.00.00,p1VK,00000000
p1VL.,00.00.00.00,p1VL,00000000
p1VM.,00.00.00.00,p1VM,00000000
p1VN.,00.00.00.00,p1VN,00000000
p1VO.,00.00.00.00,p1VO,00000000
p1VP.,00.00.00.00,p1VP,00000000
p1VQ.,00.00.00.00,p1VQ,00000000
p1VR.,00.00.00.00,p1VR,00000000
p1VS.,00.00.00.00,p1VS,00000000
p1VT.,00.00.00.00,p1VT,00000000
p1VU.,00.00.00.00,p1VU,00000000
p1VV.,00.00.00.00,p1VV,00000000
p1VW.,00.00.00.00,p1VW,00000000
p1VX.,00.00.00.00,p1VX,00000000
p1VY.,00.00.00.00,p1VY,00000000
p1W..,00.00.00.00,p1W,00000000
p1W1.,00.00.00.00,p1W1,00000000
p1W2.,00.00.00.00,p1W2,00000000
p1X..,00.00.00.00,p1X,00000000
p1X1.,00.00.00.00,p1X1,00000000
p1X2.,00.00.00.00,p1X2,00000000
p1X3.,00.00.00.00,p1X3,00000000
p1X4.,00.00.00.00,p1X4,00000000
p1Y..,00.00.00.00,p1Y,00000000
p1Y1.,00.00.00.00,p1Y1,00000000
p1Y2.,00.00.00.00,p1Y2,00000000
p1Y3.,00.00.00.00,p1Y3,00000000
p1Y4.,00.00.00.00,p1Y4,00000000
p1Y5.,00.00.00.00,p1Y5,00000000
p1Y6.,00.00.00.00,p1Y6,00000000
p1Y7.,00.00.00.00,p1Y7,00000000
p1Y8.,00.00.00.00,p1Y8,00000000
p1Y9.,00.00.00.00,p1Y9,00000000
p1YA.,00.00.00.00,p1YA,00000000
p1YB.,00.00.00.00,p1YB,00000000
p1YC.,00.00.00.00,p1YC,00000000
p1YD.,00.00.00.00,p1YD,00000000
p1YE.,00.00.00.00,p1YE,00000000
p1YF.,00.00.00.00,p1YF,00000000
p1YG.,00.00.00.00,p1YG,00000000
p1YH.,00.00.00.00,p1YH,00000000
p1YI.,00.00.00.00,p1YI,00000000
p1YJ.,00.00.00.00,p1YJ,00000000
p1YK.,00.00.00.00,p1YK,00000000
p1YL.,00.00.00.00,p1YL,00000000
p1YM.,00.00.00.00,p1YM,00000000
p1YN.,00.00.00.00,p1YN,00000000
p1YO.,00.00.00.00,p1YO,00000000
p1YP.,00.00.00.00,p1YP,00000000
p1YQ.,00.00.00.00,p1YQ,00000000
p1YR.,00.00.00.00,p1YR,00000000
p1YS.,00.00.00.00,p1YS,00000000
p1YT.,00.00.00.00,p1YT,00000000
p1YU.,00.00.00.00,p1YU,00000000
p1YV.,00.00.00.00,p1YV,00000000
p1YW.,00.00.00.00,p1YW,00000000
p1YX.,00.00.00.00,p1YX,00000000
p1YY.,00.00.00.00,p1YY,00000000
p1YZ.,00.00.00.00,p1YZ,00000000
p1Ya.,00.00.00.00,p1Ya,00000000
p1Yb.,00.00.00.00,p1Yb,00000000
p1Yc.,00.00.00.00,p1Yc,00000000
p1Yd.,00.00.00.00,p1Yd,00000000
p1Ye.,00.00.00.00,p1Ye,00000000
p1Yf.,00.00.00.00,p1Yf,00000000
p1Yg.,00.00.00.00,p1Yg,00000000
p1Yh.,00.00.00.00,p1Yh,00000000
p1Yi.,00.00.00.00,p1Yi,00000000
p1Yj.,00.00.00.00,p1Yj,00000000
p1Yk.,00.00.00.00,p1Yk,00000000
p1Yl.,00.00.00.00,p1Yl,00000000
p1Ym.,00.00.00.00,p1Ym,00000000
p1Yn.,00.00.00.00,p1Yn,00000000
p1Yo.,00.00.00.00,p1Yo,00000000
p1Yp.,00.00.00.00,p1Yp,00000000
p1Yq.,00.00.00.00,p1Yq,00000000
p1Yr.,00.00.00.00,p1Yr,00000000
p1Ys.,00.00.00.00,p1Ys,00000000
p1Yt.,00.00.00.00,p1Yt,00000000
p1Yu.,00.00.00.00,p1Yu,00000000
p1Yv.,00.00.00.00,p1Yv,00000000
p1Yw.,00.00.00.00,p1Yw,00000000
p1Yx.,00.00.00.00,p1Yx,00000000
p1Yy.,00.00.00.00,p1Yy,00000000
p1Yz.,00.00.00.00,p1Yz,00000000
p1Z..,00.00.00.00,p1Z,00000000
p1Z1.,00.00.00.00,p1Z1,00000000
p1Z2.,00.00.00.00,p1Z2,00000000
p1Z3.,00.00.00.00,p1Z3,00000000
p1Z4.,00.00.00.00,p1Z4,00000000
p1Z5.,00.00.00.00,p1Z5,00000000
p1Z6.,00.00.00.00,p1Z6,00000000
p1Z7.,00.00.00.00,p1Z7,00000000
p1Z8.,00.00.00.00,p1Z8,00000000
p1Z9.,00.00.00.00,p1Z9,00000000
p1ZA.,00.00.00.00,p1ZA,00000000
p1ZB.,00.00.00.00,p1ZB,00000000
p1ZC.,00.00.00.00,p1ZC,00000000
p1ZD.,00.00.00.00,p1ZD,00000000
p1ZE.,00.00.00.00,p1ZE,00000000
p1ZF.,00.00.00.00,p1ZF,00000000
p1ZG.,00.00.00.00,p1ZG,00000000
p1ZH.,00.00.00.00,p1ZH,00000000
p1ZI.,00.00.00.00,p1ZI,00000000
p1ZJ.,00.00.00.00,p1ZJ,00000000
p1ZK.,00.00.00.00,p1ZK,00000000
p1ZL.,00.00.00.00,p1ZL,00000000
p1ZM.,00.00.00.00,p1ZM,00000000
p1ZN.,00.00.00.00,p1ZN,00000000
p1ZO.,00.00.00.00,p1ZO,00000000
p1ZP.,00.00.00.00,p1ZP,00000000
p1ZQ.,00.00.00.00,p1ZQ,00000000
p1ZR.,00.00.00.00,p1ZR,00000000
p1ZS.,00.00.00.00,p1ZS,00000000
p1ZT.,00.00.00.00,p1ZT,00000000
p1ZU.,00.00.00.00,p1ZU,00000000
p1ZV.,00.00.00.00,p1ZV,00000000
p1ZW.,00.00.00.00,p1ZW,00000000
p1ZX.,00.00.00.00,p1ZX,00000000
p1ZY.,00.00.00.00,p1ZY,00000000
p1ZZ.,00.00.00.00,p1ZZ,00000000
p1Za.,00.00.00.00,p1Za,00000000
