read,bnf,read_new,bnf_new
d7c2.,04.03.01.00,d7c2,04030100
d7c3.,04.03.01.00,d7c3,04030100
d7c4.,04.03.01.00,d7c4,04030100
d7c6.,04.03.01.00,d7c6,04030100
d7c8.,04.03.01.00,d7c8,04030100
d7c9.,04.03.01.00,d7c9,04030100
d7cy.,04.03.01.00,d7cy,04030100
d7d..,04.03.01.00,d7d,04030100
d7d1.,04.03.01.00,d7d1,04030100
d7d2.,04.03.01.00,d7d2,04030100
d7d3.,04.03.01.00,d7d3,04030100
d7d4.,04.03.01.00,d7d4,04030100
d7e..,04.03.01.00,d7e,04030100
d7e1.,04.03.01.00,d7e1,04030100
d7e2.,04.03.01.00,d7e2,04030100
d7e3.,04.03.01.00,d7e3,04030100
d7e4.,04.03.01.00,d7e4,04030100
d7e5.,04.03.01.00,d7e5,04030100
d7e6.,04.03.01.00,d7e6,04030100
d7e7.,04.03.01.00,d7e7,04030100
d7ew.,04.03.01.00,d7ew,04030100
d7ex.,04.03.01.00,d7ex,04030100
d7ez.,04.03.01.00,d7ez,04030100
d7f..,04.03.01.00,d7f,04030100
d7f1.,04.03.01.00,d7f1,04030100
d7f2.,04.03.01.00,d7f2,04030100
d7f3.,04.03.01.00,d7f3,04030100
d7fx.,04.03.01.00,d7fx,04030100
d7fy.,04.03.01.00,d7fy,04030100
d7fz.,04.03.01.00,d7fz,04030100
d7g..,04.03.01.00,d7g,04030100
d7g1.,04.03.01.00,d7g1,04030100
d7gz.,04.03.01.00,d7gz,04030100
d7h..,04.03.01.00,d7h,04030100
d7h1.,04.03.01.00,d7h1,04030100
d7h2.,04.03.01.00,d7h2,04030100
d7h3.,04.03.01.00,d7h3,04030100
d7h4.,04.03.01.00,d7h4,04030100
d7h5.,04.03.01.00,d7h5,04030100
d7h6.,04.03.01.00,d7h6,04030100
d7h7.,04.03.01.00,d7h7,04030100
d7h8.,04.03.01.00,d7h8,04030100
d8...,04.03.02.00,d8,04030200
d81..,04.03.02.00,d81,04030200
d811.,04.03.02.00,d811,04030200
d81z.,04.03.02.00,d81z,04030200
d82..,00.00.00.00,d82,00000000
d821.,00.00.00.00,d821,00000000
d822.,00.00.00.00,d822,00000000
d82y.,00.00.00.00,d82y,00000000
d82z.,00.00.00.00,d82z,00000000
d83..,04.03.02.00,d83,04030200
d831.,04.03.02.00,d831,04030200
d83z.,04.03.02.00,d83z,04030200
d84..,04.03.02.00,d84,04030200
d841.,04.03.02.00,d841,04030200
d84z.,04.03.02.00,d84z,04030200
d85..,04.03.02.00,d85,04030200
d851.,04.03.02.00,d851,04030200
d852.,04.03.02.00,d852,04030200
d853.,04.03.02.00,d853,04030200
d854.,04.03.02.00,d854,04030200
d9...,04.03.00.00,d9,04030000
d91..,04.03.00.00,d91,04030000
d911.,04.03.01.00,d911,04030100
d912.,04.03.01.00,d912,04030100
d913.,04.03.01.00,d913,04030100
d914.,04.03.01.00,d914,04030100
d915.,04.03.02.00,d915,04030200
d916.,04.03.01.00,d916,04030100
d917.,04.03.01.00,d917,04030100
dA...,04.00.00.00,dA,04000000
dA1..,08.02.04.00,dA1,08020400
dA11.,08.02.00.00,dA11,08020000
dA12.,08.02.04.00,dA12,08020400
dA13.,08.02.04.00,dA13,08020400
dA1x.,08.02.04.00,dA1x,08020400
dA1y.,08.02.04.00,dA1y,08020400
dA1z.,08.02.00.00,dA1z,08020000
dA2..,10.02.02.00,dA2,10020200
dA21.,10.02.02.00,dA21,10020200
dA22.,10.02.02.00,dA22,10020200
dA3..,10.02.01.00,dA3,10020100
dA31.,10.02.01.00,dA31,10020100
dA32.,10.02.01.00,dA32,10020100
dA4..,08.02.04.00,dA4,08020400
dA41.,08.02.04.00,dA41,08020400
dA42.,08.02.04.00,dA42,08020400
dA5..,08.02.04.00,dA5,08020400
dA51.,08.02.04.00,dA51,08020400
dA52.,08.02.04.00,dA52,08020400
dA53.,08.02.04.00,dA53,08020400
dA54.,08.02.04.00,dA54,08020400
dB...,04.11.00.00,dB,04110000
dB1..,04.11.00.00,dB1,04110000
dB11.,04.11.00.00,dB11,04110000
dB12.,04.11.00.00,dB12,04110000
dB13.,04.11.00.00,dB13,04110000
dB14.,04.11.00.00,dB14,04110000
dB15.,04.11.00.00,dB15,04110000
dB16.,04.11.00.00,dB16,04110000
dB17.,04.11.00.00,dB17,04110000
dB18.,04.11.00.00,dB18,04110000
dB19.,04.11.00.00,dB19,04110000
dC...,04.00.00.00,dC,04000000
dC1..,04.01.01.00,dC1,04010100
dC11.,04.01.01.00,dC11,04010100
dC1z.,04.01.01.00,dC1z,04010100
dD...,04.00.00.00,dD,04000000
dD1..,04.09.03.00,dD1,04090300
dD11.,04.09.03.00,dD11,04090300
dD12.,04.09.03.00,dD12,04090300
dD2..,04.07.00.00,dD2,04070000
dD21.,04.07.00.00,dD21,04070000
dD22.,04.07.00.00,dD22,04070000
da...,04.03.04.00,da,04030400
da1..,04.03.04.00,da1,04030400
da11.,04.03.04.00,da11,04030400
da12.,04.03.04.00,da12,04030400
da1y.,04.03.04.00,da1y,04030400
da1z.,04.03.04.00,da1z,04030400
da2..,04.03.04.00,da2,04030400
da21.,04.03.04.00,da21,04030400
da22.,04.03.04.00,da22,04030400
da2y.,04.03.04.00,da2y,04030400
da2z.,04.03.04.00,da2z,04030400
da3..,04.03.03.00,da3,04030300
da31.,04.03.03.00,da31,04030300
da32.,04.03.03.00,da32,04030300
da33.,04.03.03.00,da33,04030300
da34.,04.03.03.00,da34,04030300
da4..,04.03.03.00,da4,04030300
da41.,04.03.03.00,da41,04030300
da42.,04.03.03.00,da42,04030300
da43.,04.03.03.00,da43,04030300
da44.,04.03.03.00,da44,04030300
da45.,04.03.03.00,da45,04030300
da46.,04.03.03.00,da46,04030300
da47.,04.03.03.00,da47,04030300
da48.,04.03.03.00,da48,04030300
da49.,04.03.03.00,da49,04030300
da4A.,04.03.03.00,da4A,04030300
da4B.,04.03.03.00,da4B,04030300
da4C.,04.03.03.00,da4C,04030300
da4D.,04.03.03.00,da4D,04030300
da4E.,04.03.03.00,da4E,04030300
da5..,04.03.03.00,da5,04030300
da51.,04.03.03.00,da51,04030300
da52.,04.03.03.00,da52,04030300
da53.,04.03.03.00,da53,04030300
da54.,04.03.03.00,da54,04030300
da6..,04.03.03.00,da6,04030300
da61.,04.03.03.00,da61,04030300
da62.,04.03.03.00,da62,04030300
da63.,04.03.03.00,da63,04030300
da64.,04.03.03.00,da64,04030300
da65.,04.03.03.00,da65,04030300
da66.,04.03.03.00,da66,04030300
da67.,04.03.03.00,da67,04030300
da68.,04.03.03.00,da68,04030300
da7..,04.03.04.00,da7,04030400
da71.,04.03.04.00,da71,04030400
da72.,04.03.04.00,da72,04030400
da73.,04.03.04.00,da73,04030400
da74.,04.03.04.00,da74,04030400
da75.,04.03.04.00,da75,04030400
da76.,04.03.04.00,da76,04030400
da77.,04.03.04.00,da77,04030400
da78.,04.03.04.00,da78,04030400
da79.,04.03.04.00,da79,04030400
da7A.,04.03.04.00,da7A,04030400
da7B.,04.03.04.00,da7B,04030400
da7C.,04.03.04.00,da7C,04030400
da7D.,04.03.04.00,da7D,04030400
da7E.,04.03.04.00,da7E,04030400
da7F.,04.03.04.00,da7F,04030400
da7G.,04.03.04.00,da7G,04030400
da7H.,04.03.04.00,da7H,04030400
da7I.,04.03.04.00,da7I,04030400
da7J.,04.03.04.00,da7J,04030400
da7K.,04.03.04.00,da7K,04030400
da7L.,04.03.04.00,da7L,04030400
da7M.,04.03.04.00,da7M,04030400
da7N.,04.03.04.00,da7N,04030400
da7O.,04.03.04.00,da7O,04030400
da7P.,04.03.04.00,da7P,04030400
da7Q.,04.03.04.00,da7Q,04030400
da7R.,04.03.04.00,da7R,04030400
da7S.,04.03.04.00,da7S,04030400
da7T.,04.03.04.00,da7T,04030400
da7U.,04.03.04.00,da7U,04030400
da7V.,04.03.04.00,da7V,04030400
da7W.,04.03.04.00,da7W,04030400
da7X.,04.03.04.00,da7X,04030400
da7Y.,04.03.04.00,da7Y,04030400
da7Z.,04.03.04.00,da7Z,04030400
da7a.,04.03.04.00,da7a,04030400
da7b.,04.03.04.00,da7b,04030400
da7c.,04.03.04.00,da7c,04030400
da7d.,04.03.04.00,da7d,04030400
da7e.,04.03.04.00,da7e,04030400
da7f.,04.03.04.00,da7f,04030400
da7g.,04.03.04.00,da7g,04030400
da7h.,04.03.04.00,da7h,04030400
da7i.,04.03.04.00,da7i,04030400
da7j.,04.03.04.00,da7j,04030400
da7k.,04.03.04.00,da7k,04030400
da7l.,04.03.04.00,da7l,04030400
da7m.,04.03.04.00,da7m,04030400
da7n.,04.03.04.00,da7n,04030400
da7o.,04.03.04.00,da7o,04030400
da7p.,04.03.04.00,da7p,04030400
da7q.,04.03.04.00,da7q,04030400
da7r.,04.03.04.00,da7r,04030400
da7s.,04.03.04.00,da7s,04030400
da7t.,04.03.04.00,da7t,04030400
da7u.,04.03.04.00,da7u,04030400
da7v.,04.03.04.00,da7v,04030400
da7w.,04.03.04.00,da7w,04030400
da8..,04.03.04.00,da8,04030400
da81.,04.03.04.00,da81,04030400
da82.,04.03.04.00,da82,04030400
da83.,04.03.04.00,da83,04030400
da84.,04.03.04.00,da84,04030400
da85.,04.03.04.00,da85,04030400
da86.,04.03.04.00,da86,04030400
da9..,04.03.03.00,da9,04030300
da91.,04.03.03.00,da91,04030300
da92.,04.03.03.00,da92,04030300
da93.,04.03.03.00,da93,04030300
da94.,04.03.03.00,da94,04030300
da95.,04.03.03.00,da95,04030300
da96.,04.03.03.00,da96,04030300
da97.,04.03.03.00,da97,04030300
da98.,04.03.03.00,da98,04030300
da99.,04.03.03.00,da99,04030300
da9A.,04.03.03.00,da9A,04030300
da9z.,04.03.03.00,da9z,04030300
daA..,04.03.04.00,daA,04030400
daA1.,04.03.04.00,daA1,04030400
daA2.,04.03.04.00,daA2,04030400
daB..,04.03.04.00,daB,04030400
daB1.,04.03.04.00,daB1,04030400
daB2.,04.03.04.00,daB2,04030400
daB3.,04.03.04.00,daB3,04030400
daB4.,04.03.04.00,daB4,04030400
daB5.,04.03.04.00,daB5,04030400
daB6.,04.03.04.00,daB6,04030400
daB7.,04.03.04.00,daB7,04030400
daB8.,04.03.04.00,daB8,04030400
daBy.,04.03.04.00,daBy,04030400
daBz.,04.03.04.00,daBz,04030400
daC..,04.03.03.00,daC,04030300
daC1.,04.03.03.00,daC1,04030300
daC2.,04.03.03.00,daC2,04030300
daC3.,04.03.03.00,daC3,04030300
daC4.,04.03.03.00,daC4,04030300
daC5.,04.03.03.00,daC5,04030300
daC6.,04.03.03.00,daC6,04030300
daC7.,04.03.03.00,daC7,04030300
daC8.,04.03.03.00,daC8,04030300
daC9.,04.03.03.00,daC9,04030300
daCA.,04.03.03.00,daCA,04030300
daD..,04.03.04.00,daD,04030400
daD1.,04.03.04.00,daD1,04030400
daD2.,04.03.04.00,daD2,04030400
daE..,04.03.04.00,daE,04030400
daE1.,04.03.04.00,daE1,04030400
daE2.,04.03.04.00,daE2,04030400
daE3.,04.03.04.00,daE3,04030400
daE4.,04.03.04.00,daE4,04030400
daE5.,04.03.04.00,daE5,04030400
daE6.,04.03.04.00,daE6,04030400
db...,04.04.00.00,db,04040000
db1..,04.04.00.00,db1,04040000
db11.,04.04.00.00,db11,04040000
db1z.,04.04.00.00,db1z,04040000
db2..,04.04.00.00,db2,04040000
db22.,04.04.00.00,db22,04040000
dc...,04.04.00.00,dc,04040000
dc1..,04.04.00.00,dc1,04040000
dc11.,04.04.00.00,dc11,04040000
dc1v.,04.04.00.00,dc1v,04040000
dc1w.,04.04.00.00,dc1w,04040000
dc2..,04.04.00.00,dc2,04040000
de...,04.05.01.00,de,04050100
de1..,04.05.01.00,de1,04050100
de11.,04.05.01.00,de11,04050100
de13.,04.05.01.00,de13,04050100
de1y.,04.05.01.00,de1y,04050100
de1z.,04.05.01.00,de1z,04050100
de2..,04.05.01.00,de2,04050100
de21.,04.05.01.00,de21,04050100
de22.,04.05.01.00,de22,04050100
de2z.,04.05.01.00,de2z,04050100
df...,04.05.02.00,df,04050200
df1..,04.05.02.00,df1,04050200
df11.,04.05.02.00,df11,04050200
df12.,04.05.02.00,df12,04050200
df13.,04.05.02.00,df13,04050200
df1x.,04.05.02.00,df1x,04050200
df1y.,04.05.02.00,df1y,04050200
df1z.,04.05.02.00,df1z,04050200
df2..,04.05.02.00,df2,04050200
df21.,04.05.02.00,df21,04050200
df2z.,04.05.02.00,df2z,04050200
df3..,04.05.02.00,df3,04050200
df31.,04.05.02.00,df31,04050200
df3z.,04.05.02.00,df3z,04050200
df4..,04.05.02.00,df4,04050200
df41.,04.05.02.00,df41,04050200
df42.,04.05.02.00,df42,04050200
df43.,04.05.02.00,df43,04050200
df44.,04.05.02.00,df44,04050200
df4y.,04.05.02.00,df4y,04050200
df4z.,04.05.02.00,df4z,04050200
df5..,04.05.02.00,df5,04050200
df51.,04.05.02.00,df51,04050200
df52.,04.05.02.00,df52,04050200
df6..,04.05.02.00,df6,04050200
df61.,04.05.02.00,df61,04050200
df62.,04.05.02.00,df62,04050200
df6y.,04.05.02.00,df6y,04050200
df6z.,04.05.02.00,df6z,04050200
df7..,04.05.00.00,df7,04050000
df71.,04.05.00.00,df71,04050000
df72.,04.05.00.00,df72,04050000
dh...,04.06.00.00,dh,04060000
dh1..,04.06.00.00,dh1,04060000
dh11.,04.06.00.00,dh11,04060000
dh12.,04.06.00.00,dh12,04060000
dh13.,04.06.00.00,dh13,04060000
dh1z.,04.06.00.00,dh1z,04060000
dh2..,04.06.00.00,dh2,04060000
dh3..,04.06.00.00,dh3,04060000
dh31.,04.06.00.00,dh31,04060000
dh32.,04.06.00.00,dh32,04060000
dh3z.,04.06.00.00,dh3z,04060000
dh4..,04.06.00.00,dh4,04060000
dh41.,04.06.00.00,dh41,04060000
dh42.,04.06.00.00,dh42,04060000
dh4y.,04.06.00.00,dh4y,04060000
dh4z.,04.06.00.00,dh4z,04060000
dh5..,04.06.00.00,dh5,04060000
dh51.,04.06.00.00,dh51,04060000
dh5z.,04.06.00.00,dh5z,04060000
dh6..,00.00.00.00,dh6,00000000
dh7..,04.06.00.00,dh7,04060000
dh71.,04.06.00.00,dh71,04060000
dh72.,04.06.00.00,dh72,04060000
dh73.,04.06.00.00,dh73,04060000
dh76.,04.06.00.00,dh76,04060000
dh77.,04.06.00.00,dh77,04060000
dh78.,04.06.00.00,dh78,04060000
dh79.,04.06.00.00,dh79,04060000
dh7w.,04.06.00.00,dh7w,04060000
dh7x.,04.06.00.00,dh7x,04060000
dh7y.,04.06.00.00,dh7y,04060000
dh7z.,04.06.00.00,dh7z,04060000
dh8..,04.06.00.00,dh8,04060000
dh81.,04.06.00.00,dh81,04060000
dh82.,04.06.00.00,dh82,04060000
dh83.,04.06.00.00,dh83,04060000
dh84.,04.06.00.00,dh84,04060000
dh85.,04.06.00.00,dh85,04060000
dh86.,04.06.00.00,dh86,04060000
dh87.,04.06.00.00,dh87,04060000
dh88.,04.06.00.00,dh88,04060000
dh89.,04.06.00.00,dh89,04060000
dh8A.,04.06.00.00,dh8A,04060000
dh8B.,04.06.00.00,dh8B,04060000
dh8C.,04.06.00.00,dh8C,04060000
dh9..,00.00.00.00,dh9,00000000
dh92.,04.06.00.00,dh92,04060000
dh93.,04.06.00.00,dh93,04060000
dh94.,04.06.00.00,dh94,04060000
dh95.,04.06.00.00,dh95,04060000
dha..,00.00.00.00,dha,00000000
dhb..,04.06.00.00,dhb,04060000
dhb1.,04.06.00.00,dhb1,04060000
dhb2.,04.06.00.00,dhb2,04060000
dhb3.,04.06.00.00,dhb3,04060000
dhb4.,04.06.00.00,dhb4,04060000
dhb5.,04.06.00.00,dhb5,04060000
dhb6.,04.06.00.00,dhb6,04060000
dhb7.,04.06.00.00,dhb7,04060000
dhb8.,04.06.00.00,dhb8,04060000
dhb9.,04.06.00.00,dhb9,04060000
dhbb.,04.06.00.00,dhbb,04060000
dhbc.,04.06.00.00,dhbc,04060000
dhbd.,04.06.00.00,dhbd,04060000
dhbf.,04.06.00.00,dhbf,04060000
dhbg.,04.06.00.00,dhbg,04060000
dhbh.,04.06.00.00,dhbh,04060000
dhbi.,04.06.00.00,dhbi,04060000
dhbj.,04.06.00.00,dhbj,04060000
dhbk.,04.06.00.00,dhbk,04060000
dhbl.,04.06.00.00,dhbl,04060000
dhbn.,04.06.00.00,dhbn,04060000
dhbo.,04.06.00.00,dhbo,04060000
dhbp.,04.06.00.00,dhbp,04060000
dhbq.,04.06.00.00,dhbq,04060000
dhbr.,04.06.00.00,dhbr,04060000
dhbv.,04.06.00.00,dhbv,04060000
dhbw.,04.06.00.00,dhbw,04060000
dhby.,04.06.00.00,dhby,04060000
dhc..,04.06.00.00,dhc,04060000
dhc1.,04.06.00.00,dhc1,04060000
dhcw.,04.06.00.00,dhcw,04060000
dhcx.,04.06.00.00,dhcx,04060000
dhcy.,04.06.00.00,dhcy,04060000
dhcz.,04.06.00.00,dhcz,04060000
dhd..,04.06.00.00,dhd,04060000
dhe..,04.06.00.00,dhe,04060000
dhe1.,04.06.00.00,dhe1,04060000
dhe2.,04.06.00.00,dhe2,04060000
dhe3.,04.06.00.00,dhe3,04060000
dhe4.,04.06.00.00,dhe4,04060000
dhe5.,04.06.00.00,dhe5,04060000
dhe6.,04.06.00.00,dhe6,04060000
dhe7.,04.06.00.00,dhe7,04060000
dhe8.,04.06.00.00,dhe8,04060000
dhe9.,04.06.00.00,dhe9,04060000
dheA.,04.06.00.00,dheA,04060000
dheB.,04.06.00.00,dheB,04060000
dhea.,04.06.00.00,dhea,04060000
dheb.,04.06.00.00,dheb,04060000
dhec.,04.06.00.00,dhec,04060000
dhed.,04.06.00.00,dhed,04060000
dher.,04.06.00.00,dher,04060000
dhes.,04.06.00.00,dhes,04060000
dhet.,04.06.00.00,dhet,04060000
dheu.,04.06.00.00,dheu,04060000
dhev.,04.06.00.00,dhev,04060000
dhew.,04.06.00.00,dhew,04060000
dhex.,04.06.00.00,dhex,04060000
dhey.,04.06.00.00,dhey,04060000
dhez.,04.06.00.00,dhez,04060000
dhf..,04.06.00.00,dhf,04060000
dhg..,04.06.00.00,dhg,04060000
dhg1.,04.06.00.00,dhg1,04060000
dhg2.,04.06.00.00,dhg2,04060000
dhgz.,04.06.00.00,dhgz,04060000
dhh..,04.06.00.00,dhh,04060000
dhh1.,04.06.00.00,dhh1,04060000
dhh2.,04.06.00.00,dhh2,04060000
dhh3.,04.06.00.00,dhh3,04060000
dhhx.,04.06.00.00,dhhx,04060000
dhhy.,04.06.00.00,dhhy,04060000
dhhz.,04.06.00.00,dhhz,04060000
dhi..,04.06.00.00,dhi,04060000
dhj..,01.02.00.00,dhj,01020000
dhj1.,01.02.00.00,dhj1,01020000
dhj2.,01.02.00.00,dhj2,01020000
dhj3.,01.02.00.00,dhj3,01020000
dhj4.,01.02.00.00,dhj4,01020000
dhj5.,01.02.00.00,dhj5,01020000
dhj6.,01.02.00.00,dhj6,01020000
dhj7.,01.02.00.00,dhj7,01020000
dhk..,04.06.00.00,dhk,04060000
dhk1.,04.06.00.00,dhk1,04060000
dhk2.,04.06.00.00,dhk2,04060000
dhk3.,04.06.00.00,dhk3,04060000
dhk4.,04.06.00.00,dhk4,04060000
dhk5.,04.06.00.00,dhk5,04060000
dhk6.,04.06.00.00,dhk6,04060000
dhk7.,04.06.00.00,dhk7,04060000
dhk8.,04.06.00.00,dhk8,04060000
dhk9.,04.06.00.00,dhk9,04060000
dhkA.,04.06.00.00,dhkA,04060000
dhkB.,04.06.00.00,dhkB,04060000
dhkC.,04.06.00.00,dhkC,04060000
dhkD.,04.06.00.00,dhkD,04060000
dhkE.,04.06.00.00,dhkE,04060000
dhkF.,04.06.00.00,dhkF,04060000
dhkG.,04.06.00.00,dhkG,04060000
dhkH.,04.06.00.00,dhkH,04060000
dhkI.,04.06.00.00,dhkI,04060000
dhkJ.,04.06.00.00,dhkJ,04060000
dhkK.,04.06.00.00,dhkK,04060000
dhkL.,04.06.00.00,dhkL,04060000
dhkM.,04.06.00.00,dhkM,04060000
dhkN.,04.06.00.00,dhkN,04060000
dhkO.,04.06.00.00,dhkO,04060000
dhkP.,04.06.00.00,dhkP,04060000
dhkQ.,04.06.00.00,dhkQ,04060000
dhkR.,04.06.00.00,dhkR,04060000
dhl..,04.06.00.00,dhl,04060000
dhl1.,04.06.00.00,dhl1,04060000
dhl2.,04.06.00.00,dhl2,04060000
dhl3.,04.06.00.00,dhl3,04060000
dhl4.,04.06.00.00,dhl4,04060000
dhl5.,04.06.00.00,dhl5,04060000
dhl6.,04.06.00.00,dhl6,04060000
dhl7.,04.06.00.00,dhl7,04060000
dhl8.,04.06.00.00,dhl8,04060000
dhl9.,04.06.00.00,dhl9,04060000
dhlA.,04.06.00.00,dhlA,04060000
dhlB.,04.06.00.00,dhlB,04060000
dhlC.,04.06.00.00,dhlC,04060000
dhm..,04.06.00.00,dhm,04060000
dhm1.,04.06.00.00,dhm1,04060000
dhm2.,04.06.00.00,dhm2,04060000
dhm3.,04.06.00.00,dhm3,04060000
dhm4.,04.06.00.00,dhm4,04060000
dhm5.,04.06.00.00,dhm5,04060000
dhm6.,04.06.00.00,dhm6,04060000
dho..,04.06.00.00,dho,04060000
dho1.,04.06.00.00,dho1,04060000
dho2.,04.06.00.00,dho2,04060000
dho3.,04.06.00.00,dho3,04060000
dho4.,04.06.00.00,dho4,04060000
dhow.,04.06.00.00,dhow,04060000
dhox.,04.06.00.00,dhox,04060000
dhoy.,04.06.00.00,dhoy,04060000
dhoz.,04.06.00.00,dhoz,04060000
dhp..,04.06.00.00,dhp,04060000
dhp1.,04.06.00.00,dhp1,04060000
dhp2.,04.06.00.00,dhp2,04060000
dhp3.,04.06.00.00,dhp3,04060000
dhpx.,04.06.00.00,dhpx,04060000
dhpy.,04.06.00.00,dhpy,04060000
dhpz.,04.06.00.00,dhpz,04060000
dhq..,04.06.00.00,dhq,04060000
dhq1.,04.06.00.00,dhq1,04060000
dhq2.,04.06.00.00,dhq2,04060000
dhq3.,04.06.00.00,dhq3,04060000
dhq4.,04.06.00.00,dhq4,04060000
dhr..,04.06.00.00,dhr,04060000
dhr1.,04.06.00.00,dhr1,04060000
dhr2.,04.06.00.00,dhr2,04060000
dhs..,04.06.00.00,dhs,04060000
dhs1.,04.06.00.00,dhs1,04060000
dhs2.,04.06.00.00,dhs2,04060000
dhs3.,04.06.00.00,dhs3,04060000
dhs4.,04.06.00.00,dhs4,04060000
dht..,04.06.00.00,dht,04060000
dht1.,04.06.00.00,dht1,04060000
dht2.,04.06.00.00,dht2,04060000
di...,04.07.01.00,di,04070100
di1..,04.07.01.00,di1,04070100
di11.,04.07.01.00,di11,04070100
di12.,04.07.01.00,di12,04070100
di1a.,04.07.01.00,di1a,04070100
di1c.,04.07.01.00,di1c,04070100
di1d.,04.07.01.00,di1d,04070100
di1e.,04.07.01.00,di1e,04070100
di1f.,04.07.01.00,di1f,04070100
di1g.,04.07.01.00,di1g,04070100
di1h.,04.07.01.00,di1h,04070100
di1i.,00.00.00.00,di1i,00000000
di1j.,04.07.01.00,di1j,04070100
di1k.,04.07.01.00,di1k,04070100
di1m.,04.07.01.00,di1m,04070100
di1n.,04.07.01.00,di1n,04070100
di1o.,04.07.01.00,di1o,04070100
di1r.,04.07.01.00,di1r,04070100
di2..,04.07.01.00,di2,04070100
di21.,04.07.01.00,di21,04070100
di22.,04.07.01.00,di22,04070100
di23.,04.07.01.00,di23,04070100
di24.,04.07.01.00,di24,04070100
di25.,04.07.01.00,di25,04070100
di26.,04.07.01.00,di26,04070100
di27.,04.07.01.00,di27,04070100
di28.,04.07.01.00,di28,04070100
di29.,04.07.01.00,di29,04070100
di2A.,04.07.01.00,di2A,04070100
di2B.,04.07.01.00,di2B,04070100
di2C.,04.07.01.00,di2C,04070100
di2E.,04.07.01.00,di2E,04070100
di2F.,04.07.01.00,di2F,04070100
di2G.,04.07.01.00,di2G,04070100
di2H.,04.07.01.00,di2H,04070100
di2I.,04.07.01.00,di2I,04070100
di2J.,04.07.01.00,di2J,04070100
di2K.,04.07.01.00,di2K,04070100
di2L.,04.07.01.00,di2L,04070100
di2M.,04.07.01.00,di2M,04070100
di2N.,04.07.01.00,di2N,04070100
di2O.,04.07.01.00,di2O,04070100
di2P.,04.07.01.00,di2P,04070100
di2Q.,04.07.01.00,di2Q,04070100
di2R.,04.07.01.00,di2R,04070100
di2S.,04.07.01.00,di2S,04070100
di2T.,04.07.01.00,di2T,04070100
di2U.,04.07.01.00,di2U,04070100
di2V.,04.07.01.00,di2V,04070100
di2W.,04.07.01.00,di2W,04070100
di2X.,04.07.01.00,di2X,04070100
di2Y.,04.07.01.00,di2Y,04070100
di2Z.,04.07.01.00,di2Z,04070100
di2a.,04.07.01.00,di2a,04070100
di2b.,04.07.01.00,di2b,04070100
di2c.,04.07.01.00,di2c,04070100
di2e.,04.07.01.00,di2e,04070100
di2f.,04.07.01.00,di2f,04070100
di2g.,04.07.01.00,di2g,04070100
di2h.,04.07.01.00,di2h,04070100
di2i.,04.07.01.00,di2i,04070100
di2j.,04.07.01.00,di2j,04070100
di2l.,04.07.01.00,di2l,04070100
di2m.,04.07.01.00,di2m,04070100
di2n.,04.07.01.00,di2n,04070100
di2o.,04.07.01.00,di2o,04070100
di2p.,04.07.01.00,di2p,04070100
di2q.,04.07.01.00,di2q,04070100
di2r.,04.07.01.00,di2r,04070100
di2s.,04.07.01.00,di2s,04070100
di2t.,04.07.01.00,di2t,04070100
di2u.,04.07.01.00,di2u,04070100
di2v.,04.07.01.00,di2v,04070100
di2w.,04.07.01.00,di2w,04070100
di2x.,04.07.01.00,di2x,04070100
di2y.,04.07.01.00,di2y,04070100
di3..,04.07.01.00,di3,04070100
di4..,04.07.01.00,di4,04070100
di5..,10.01.01.00,di5,10010100
di51.,10.01.01.00,di51,10010100
di5z.,10.01.01.00,di5z,10010100
di6..,04.07.01.00,di6,04070100
di7..,04.07.01.00,di7,04070100
di8..,10.01.01.00,di8,10010100
di81.,10.01.01.00,di81,10010100
di8z.,10.01.01.00,di8z,10010100
di9..,04.07.01.00,di9,04070100
di91.,04.07.01.00,di91,04070100
di92.,04.07.01.00,di92,04070100
di9y.,04.07.01.00,di9y,04070100
di9z.,04.07.01.00,di9z,04070100
dia..,04.07.01.00,dia,04070100
dia1.,04.07.01.00,dia1,04070100
dia2.,04.07.01.00,dia2,04070100
dia3.,04.07.01.00,dia3,04070100
dia4.,04.07.01.00,dia4,04070100
dia5.,04.07.01.00,dia5,04070100
dia6.,04.07.01.00,dia6,04070100
dia7.,04.07.01.00,dia7,04070100
dia8.,04.07.01.00,dia8,04070100
dia9.,04.07.01.00,dia9,04070100
diaA.,04.07.01.00,diaA,04070100
diaB.,04.07.01.00,diaB,04070100
diaC.,04.07.01.00,diaC,04070100
diaD.,04.07.01.00,diaD,04070100
diaE.,04.07.01.00,diaE,04070100
diaF.,04.07.01.00,diaF,04070100
diaG.,04.07.01.00,diaG,04070100
diaH.,04.07.01.00,diaH,04070100
diaI.,04.07.01.00,diaI,04070100
diaJ.,04.07.01.00,diaJ,04070100
diaK.,04.07.01.00,diaK,04070100
diaL.,04.07.01.00,diaL,04070100
diaM.,04.07.01.00,diaM,04070100
diaN.,10.01.01.00,diaN,10010100
diaO.,04.07.01.00,diaO,04070100
diaP.,04.07.01.00,diaP,04070100
diaQ.,04.07.01.00,diaQ,04070100
diaR.,04.07.01.00,diaR,04070100
diaS.,04.07.01.00,diaS,04070100
diaT.,04.07.01.00,diaT,04070100
diaU.,04.07.01.00,diaU,04070100
diaV.,04.07.01.00,diaV,04070100
diaW.,10.01.01.00,diaW,10010100
diaX.,03.09.02.00,diaX,03090200
